Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
,Operations,Robotic Process Automation,Management / Associate,USPO,USPO,Q7a_1,Q7a_1,QID21x1,QID21,Q7a_1,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Prediction,Management / Associate,USPO,USPO,Q7a_2,Q7a_2,QID21x2,QID21,Q7a_2,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Planning and Optimization,Management / Associate,USPO,USPO,Q7a_3,Q7a_3,QID21x3,QID21,Q7a_3,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Modeling and Simulation,Management / Associate,USPO,USPO,Q7a_4,Q7a_4,QID21x4,QID21,Q7a_4,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Natural Language Understanding,Management / Associate,USPO,USPO,Q7a_5,Q7a_5,QID21x5,QID21,Q7a_5,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
2,Operations,Computer Vision,Management / Associate,USPO,USPO,Q7a_6,Q7a_6,QID21x6,QID21,Q7a_6,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Piloted,Dev Team Manager,FALSE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,0.33325,Initial AI,1.333
,Operations,Other,Management / Associate,USPO,USPO,Q7a_7,Q7a_7,QID21x7,QID21,Q7a_7,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,(please specify),Management / Associate,USPO,USPO,Q7a_7_TEXT,Q7a_7_TEXT,QID21x7TEXT,QID21,Q7a_7_TEXT,Q7a,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
none,Operations,AI-Type,Management / Associate,USPO,USPO,Q7b,Q7b,QID22TEXT,QID22,Q7b,Q7b,Free Response,COMPLETED,R_cO93ppSQPkIMsY9,none,Dev Team Manager,TRUE, What is an opportunity or use case that you see in your organization to use AI?,1,,Optimizing AI,
2,Operations,Strategy,Management / Associate,USPO,USPO,Q8,Q8,QID25,QID25,Q8,Q8,Likert,COMPLETED,R_cO93ppSQPkIMsY9,My organization has created but not implemented an AI strategy.,Dev Team Manager,FALSE, How would you best describe the state of your organization's AI strategy?,1,0.66675,Optimizing AI,2.667
5,Operations,Strategy,Management / Associate,USPO,USPO,Q9,Strategy,QID27,QID27,Q9,Q9,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, AI currently adds value to the day-to-day mission of my ,1,0,Initial AI,0
4,Operations,Inform decision making,Management / Associate,USPO,USPO,Q10_1,Q10_1,QID281,QID28,Q10_1,Q10,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0.25,Initial AI,1
5,Operations,Manage organizational risk,Management / Associate,USPO,USPO,Q10_2,Q10_2,QID282,QID28,Q10_2,Q10,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0,Initial AI,0
4,Operations,Identify new ways to achieve its mission and goals,Management / Associate,USPO,USPO,Q10_3,Q10_3,QID283,QID28,Q10_3,Q10,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0.25,Initial AI,1
4,Operations,Testing AI technology applications,Management / Associate,USPO,USPO,Q11_1,Strategy,QID291,QID29,Q11_1,Q11,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0.25,Initial AI,1
3,Operations,Adopting AI technology applications,Management / Associate,USPO,USPO,Q11_2,Strategy,QID292,QID29,Q11_2,Q11,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0.5,Maturing AI,2
3,Operations,Scaling AI technology applications,Management / Associate,USPO,USPO,Q11_3,Strategy,QID293,QID29,Q11_3,Q11,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0.5,Maturing AI,2
2,Operations,AI-Investment,Management / Associate,USPO,USPO,Q12,Q12,QID30,QID30,Q12,Q12,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree that your organization prioritizes investing financial resources to build its AI capabilities?,1,0.75,Optimizing AI,3
1,Operations,Data,Management / Associate,USPO,USPO,Q13,Q13,QID34,QID34,Q13,Q13,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Yes,Dev Team Manager,FALSE, Does your organization have a data governance structure in place?,1,1,Optimizing AI,4
4,Operations,Makes data accessible to those who need it within the organization,Management / Associate,USPO,USPO,Q14_1,Data,QID351,QID35,Q14_1,Q14,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.25,Initial AI,1
2,Operations,Facilitates the timely sharing of data with counterparts within the organization,Management / Associate,USPO,USPO,Q14_2,Data,QID352,QID35,Q14_2,Q14,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.75,Optimizing AI,3
4,Operations,Integrates data into existing processes,Management / Associate,USPO,USPO,Q14_3,Data,QID353,QID35,Q14_3,Q14,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.25,Initial AI,1
4,Operations,Descriptive analytics to summarize data,Management / Associate,USPO,USPO,Q15_1,Data,QID361,QID36,Q15_1,Q15,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Rarely,Dev Team Manager,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.25,Initial AI,1
3,Operations,Diagnostic analytics to understand why something occurred,Management / Associate,USPO,USPO,Q15_2,Q15_2,QID362,QID36,Q15_2,Q15,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.5,Maturing AI,2
3,Operations,Predictive analytics to understand the likelihood of future outcomes,Management / Associate,USPO,USPO,Q15_3,Data,QID363,QID36,Q15_3,Q15,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.5,Maturing AI,2
5,Operations,Prescriptive analytics to provide actionable recommendations,Management / Associate,USPO,USPO,Q15_4,Q15_4,QID364,QID36,Q15_4,Q15,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Never,Dev Team Manager,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0,Initial AI,0
5,Operations,Understand use cases for AI technologies on the market,Management / Associate,USPO,USPO,Q16_1,Technology,QID381,QID38,Q16_1,Q16,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statement? My organization explores technology solutions by engaging with vendors and/or other technology organizations ..,1,0,Initial AI,0
5,Operations,Understand how certain AI technologies align with the organization's tech stack,Management / Associate,USPO,USPO,Q16_2,Technology,QID382,QID38,Q16_2,Q16,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statement? My organization explores technology solutions by engaging with vendors and/or other technology organizations ..,1,0,Initial AI,0
2,Operations,People,Management / Associate,USPO,USPO,Q17,Q17,QID41,QID41,Q17,Q17,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statement? I am confident in how AI can be used in my ,1,0.75,Optimizing AI,3
2,Operations,Builds the workforce's data literacy and increases the workforce's analytics proficiency,Management / Associate,USPO,USPO,Q18_1,People,QID421,QID42,Q18_1,Q18,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,0.75,Optimizing AI,3
2,Operations,Provides AI-related talent development programs for staff,Management / Associate,USPO,USPO,Q18_2,People,QID422,QID42,Q18_2,Q18,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,0.75,Optimizing AI,3
4,Operations,Makes AI-related talent development programs easily accessible to staff,Management / Associate,USPO,USPO,Q18_3,People,QID423,QID42,Q18_3,Q18,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,0.25,Initial AI,1
3,Operations,Q19_1,Management / Associate,USPO,USPO,Q19_1,People,QID431,QID43,Q19_1,Q19,Likert,COMPLETED,R_cO93ppSQPkIMsY9,3,Dev Team Manager,FALSE, Which of the following best describes people at your organization?,1,0.5,Maturing AI,2
2,Operations,Q19_2,Management / Associate,USPO,USPO,Q19_2,People,QID432,QID43,Q19_2,Q19,Likert,COMPLETED,R_cO93ppSQPkIMsY9,2,Dev Team Manager,FALSE, Which of the following best describes people at your organization?,1,0.25,Initial AI,1
3,Operations,Q19_3,Management / Associate,USPO,USPO,Q19_3,People,QID433,QID43,Q19_3,Q19,Likert,COMPLETED,R_cO93ppSQPkIMsY9,3,Dev Team Manager,FALSE, Which of the following best describes people at your organization?,1,0.5,Maturing AI,2
3,Operations,Identify AI projects,Management / Associate,USPO,USPO,Q20_1,Process,QID461,QID46,Q20_1,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.5,Maturing AI,2
5,Operations,Prioritize AI projects,Management / Associate,USPO,USPO,Q20_2,Process,QID462,QID46,Q20_2,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0,Initial AI,0
3,Operations,Fund AI projects,Management / Associate,USPO,USPO,Q20_3,Process,QID463,QID46,Q20_3,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.5,Maturing AI,2
2,Operations,Implement AI projects,Management / Associate,USPO,USPO,Q20_4,Process,QID464,QID46,Q20_4,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.75,Optimizing AI,3
1,Operations,Operate and maintain AI projects,Management / Associate,USPO,USPO,Q20_5,Process,QID465,QID46,Q20_5,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Agree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,1,Optimizing AI,4
5,Operations,Scale AI projects,Management / Associate,USPO,USPO,Q20_6,Process,QID466,QID46,Q20_6,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0,Initial AI,0
4,Operations,Evaluate AI projects,Management / Associate,USPO,USPO,Q20_7,Process,QID467,QID46,Q20_7,Q20,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.25,Initial AI,1
3,Operations,Ethics,Management / Associate,USPO,USPO,Q21,Ethics,QID51,QID51,Q21,Q21,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization explains the results and decisions made by AI algorithms in a way that is ,1,0.5,Maturing AI,2
2,Operations,The use of data,Management / Associate,USPO,USPO,Q22_1,Q22_1,QID521,QID52,Q22_1,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0.75,Optimizing AI,3
3,Operations,The security of data,Management / Associate,USPO,USPO,Q22_2,Q22_2,QID522,QID52,Q22_2,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0.5,Maturing AI,2
,Operations,The sharing of data,Management / Associate,USPO,USPO,Q22_3,Q22_3,QID523,QID52,Q22_3,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, My organization has clear policies and guidelines related ..,1,,Optimizing AI,
5,Operations,The ownership of data,Management / Associate,USPO,USPO,Q22_4,Q22_4,QID524,QID52,Q22_4,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0,Initial AI,0
2,Operations,Ensuring legal and regulatory compliance,Management / Associate,USPO,USPO,Q22_5,Q22_5,QID525,QID52,Q22_5,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0.75,Optimizing AI,3
3,Operations,Disclosing the use of AI in public,Management / Associate,USPO,USPO,Q22_6,Q22_6,QID526,QID52,Q22_6,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0.5,Maturing AI,2
5,Operations,How AI results are used,Management / Associate,USPO,USPO,Q22_7,Q22_7,QID527,QID52,Q22_7,Q22,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Strongly Disagree,Dev Team Manager,FALSE, My organization has clear policies and guidelines related ..,1,0,Initial AI,0
BS,Operations,Familiarity,Management / Associate,USPO,USPO,GM1,GM1,QID56TEXT,QID56,GM1,GM1,Free Response,COMPLETED,R_cO93ppSQPkIMsY9,BS,Dev Team Manager,TRUE," When you think about AI, what comes to mind first?",1,,Optimizing AI,
2,Operations,Provides new solutions to problems my organization is facing,Management / Associate,USPO,USPO,GM2_1,GM2_1,QID571,QID57,GM2_1,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Mostly Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0.25,Initial AI,1
2,Operations,Will change how my organization achieves its goals,Management / Associate,USPO,USPO,GM2_2,GM2_2,QID572,QID57,GM2_2,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Mostly Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0.25,Initial AI,1
1,Operations,Makes decision-making more objective,Management / Associate,USPO,USPO,GM2_3,GM2_3,QID573,QID57,GM2_3,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Very Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0,Initial AI,0
2,Operations,Will change how the workforce completes its tasks,Management / Associate,USPO,USPO,GM2_4,GM2_4,QID574,QID57,GM2_4,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Mostly Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0.25,Initial AI,1
3,Operations,Will change the types of jobs my organization needs to hire for,Management / Associate,USPO,USPO,GM2_5,GM2_5,QID575,QID57,GM2_5,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither Positive or Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0.5,Maturing AI,2
2,Operations,Is something I may need to learn how to use in my job,Management / Associate,USPO,USPO,GM2_6,GM2_6,QID576,QID57,GM2_6,GM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Mostly Negative,Dev Team Manager,FALSE, To what extent do you have positive or negative feelings associated with the following statements about AI?..,1,0.25,Initial AI,1
2,Operations,Familiarity,Management / Associate,USPO,USPO,GM3,GM3,QID58,QID58,GM3,GM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Moderately familiar,Dev Team Manager,FALSE, How familiar are you currently with AI technology?,1,0.75,Optimizing AI,3
1,Operations,Awareness,Management / Associate,USPO,USPO,GM4,GM4,QID60,QID60,GM4,GM4,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Extremely aware,Dev Team Manager,FALSE, How aware are you of AI initiatives within your organization?,1,1,Optimizing AI,4
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_1,GM4a_1,"QID61,choiceId:1",QID61,GM4a_1,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_2,GM4a_2,"QID61,choiceId:2",QID61,GM4a_2,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_3,GM4a_3,"QID61,choiceId:3",QID61,GM4a_3,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
1,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_4,GM4a_4,"QID61,choiceId:4",QID61,GM4a_4,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,In a meeting,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_5,GM4a_5,"QID61,choiceId:5",QID61,GM4a_5,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_6,GM4a_6,"QID61,choiceId:6",QID61,GM4a_6,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_7,GM4a_7,"QID61,choiceId:7",QID61,GM4a_7,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
,Operations,Awareness,Management / Associate,USPO,USPO,GM4a_7_TEXT,GM4a_7_TEXT,QID617TEXT,QID61,GM4a_7_TEXT,GM4a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, Where did you learn about the AI initiatives within your organization? Please select all that ,1,,Optimizing AI,
1,Operations,People,Management / Associate,USPO,USPO,GM5,GM5,QID62,QID62,GM5,GM5,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Yes,Dev Team Manager,FALSE," To the best of your knowledge, have you used AI in your current role in the past year?",1,1,Optimizing AI,4
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_1,GM5a_1,"QID63,choiceId:1",QID63,GM5a_1,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_2,GM5a_2,"QID63,choiceId:2",QID63,GM5a_2,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_3,GM5a_3,"QID63,choiceId:3",QID63,GM5a_3,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_4,GM5a_4,"QID63,choiceId:4",QID63,GM5a_4,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_5,GM5a_5,"QID63,choiceId:5",QID63,GM5a_5,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
1,Operations,Technology,Management / Associate,USPO,USPO,GM5a_6,GM5a_6,"QID63,choiceId:6",QID63,GM5a_6,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,Computer Vision,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_7,GM5a_7,"QID63,choiceId:7",QID63,GM5a_7,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
,Operations,Technology,Management / Associate,USPO,USPO,GM5a_7_TEXT,GM5a_7_TEXT,QID637TEXT,QID63,GM5a_7_TEXT,GM5a,Multi-Punch,COMPLETED,R_cO93ppSQPkIMsY9,,Dev Team Manager,TRUE, What types of AI applications did you use? Please select all that ,1,,Optimizing AI,
2,Operations,People,Management / Associate,USPO,USPO,GM6,GM6,QID64,QID64,GM6,GM6,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Likely,Dev Team Manager,FALSE, How likely do you think you will be to use AI in your current role in the next year?,1,0.75,Optimizing AI,3
3,Operations,People,Management / Associate,USPO,USPO,GM7,GM7,QID65,QID65,GM7,GM7,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Some of the work I do,Dev Team Manager,FALSE, How much of your work do you think will be impacted by AI over the next 5-10 years?,1,0.33325,Initial AI,1.333
4,Operations,Familiarity,Management / Associate,USPO,USPO,GM8,GM8,QID66,QID66,GM8,GM8,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Somewhat uncomfortable,Dev Team Manager,FALSE, How would you rate your current comfort with using AI?,1,0.25,Initial AI,1
4,Operations,People,Management / Associate,USPO,USPO,GM9_1,GM9_1,QID671,QID67,GM9_1,GM9,Likert,COMPLETED,R_cO93ppSQPkIMsY9,4,Dev Team Manager,FALSE, Which of the following best describes you?,1,0.75,Optimizing AI,3
5,Operations,People,Management / Associate,USPO,USPO,GM9_2,GM9_2,QID672,QID67,GM9_2,GM9,Likert,COMPLETED,R_cO93ppSQPkIMsY9,5,Dev Team Manager,FALSE, Which of the following best describes you?,1,1,Optimizing AI,4
2,Operations,People,Management / Associate,USPO,USPO,GM9_3,GM9_3,QID673,QID67,GM9_3,GM9,Likert,COMPLETED,R_cO93ppSQPkIMsY9,2,Dev Team Manager,FALSE, Which of the following best describes you?,1,0.25,Initial AI,1
2,Operations,Prevent bias in training data,Management / Associate,USPO,USPO,DTM1_1,DTM1_1,QID711,QID71,DTM1_1,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.75,Optimizing AI,3
3,Operations,Prevent bias in AI models,Management / Associate,USPO,USPO,DTM1_2,DTM1_2,QID712,QID71,DTM1_2,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.5,Maturing AI,2
2,Operations,Identify bias in AI models,Management / Associate,USPO,USPO,DTM1_3,DTM1_3,QID713,QID71,DTM1_3,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.75,Optimizing AI,3
3,Operations,Address bias in AI models,Management / Associate,USPO,USPO,DTM1_4,DTM1_4,QID714,QID71,DTM1_4,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.5,Maturing AI,2
3,Operations,Understand why AI models became biased,Management / Associate,USPO,USPO,DTM1_5,DTM1_5,QID715,QID71,DTM1_5,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Neither agree nor disagree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.5,Maturing AI,2
4,Operations,Document best practices in preventing bias in AI models,Management / Associate,USPO,USPO,DTM1_6,DTM1_6,QID716,QID71,DTM1_6,DTM1,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Disagree,Dev Team Manager,FALSE, My organization has processes in place ..,1,0.25,Initial AI,1
2,Operations,Data,Management / Associate,USPO,USPO,DTM2,DTM2,QID72,QID72,DTM2,DTM2,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Agree,Dev Team Manager,FALSE," My organization has a standardized ability (, API Management) to access data from ",1,0.75,Optimizing AI,3
3,Operations,Data wrangling,Management / Associate,USPO,USPO,DTM3_1,DTM3_1,QID731,QID73,DTM3_1,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.5,Maturing AI,2
3,Operations,Solution architecture,Management / Associate,USPO,USPO,DTM3_10,DTM3_10,QID7310,QID73,DTM3_10,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.5,Maturing AI,2
2,Operations,Data engineering,Management / Associate,USPO,USPO,DTM3_2,DTM3_2,QID732,QID73,DTM3_2,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Often,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.75,Optimizing AI,3
3,Operations,Data curation,Management / Associate,USPO,USPO,DTM3_3,DTM3_3,QID733,QID73,DTM3_3,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Sometimes,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0.5,Maturing AI,2
5,Operations,Data exploration,Management / Associate,USPO,USPO,DTM3_4,DTM3_4,QID734,QID73,DTM3_4,DTM3,Likert,COMPLETED,R_cO93ppSQPkIMsY9,Never,Dev Team Manager,FALSE, To what extent does the workforce engage in the following activities?,1,0,Initial AI,0
